"Código","Nombre científico oficial"
"Semlit","Semiothisa liturata"
"Semvic","Sempervivum vicentei"
"Senado","Senecio adonidifolius"
"Senaqu","Senecio aquaticus"
"Senaur","Senecio auricula"
"Sendor","Senecio doria"
"Seneru","Senecio erucifolius"
"Sengal","Senecio gallicus"
"Senina","Senecio inaequidens"
"Senjac","Senecio jacobaea"
"Senlad","Senecio laderoi subsp. laderoi"
"Senlag","Senecio lagascanus"
"Senliv","Senecio lividus"
"Senmin","Senecio minutus"
"Senpyr","Senecio pyrenaicus"
"Sensyl","Senecio sylvaticus"
"Senvis","Senecio viscosus"
"Senvul","Senecio vulgaris"
"Sepmar","Sepedophilus marshami"
"Septes","Sepedophilus testaceus"
"Sercan","Serinus canaria"
"Sercit","Serinus citrinella"
"Sercor","Serapias cordigera"
"Serhal","Sermylassa halensis"
"Serign","Serratella ignita"
"Serleu","Serratula leucantha"
"Serlin","Serapias lingua"
"Serli2","Serapias lingua x parviflora"
"Sernig","Sericotrupes niger"
"Sernud","Serratula nudicaulis"
"Serpar","Serapias parviflora"
"Serpin","Serratula pinnatifida"
"Serser","Serinus serinus"
"Serspp","Sericostoma spp."
"Sertin","Serratula tinctoria"
"Sesapi","Sesia apiformis"
"Sesarg","Sesleria argentea"
"Sesar2","Sesleria argentea subsp. Hispanica"
"Sescae","Sesleria caerulea"
"Sescan","Seseli cantabricum"
"Seslib","Seseli libanotis subsp. libanotis"
"Sesmon","Seseli montanum subsp. montanum"
"Sespur","Sesamoides purpurascens"
"Setfla","Setina flavicans"
"Setver","Setaria verticillata"
"Setvir","Setaria viridis"
"Shearv","Sherardia arvensis"
"Siaful","Sialis fuliginosa"
"Sidcam","Sideritis camarae"
"Sidhir","Sideritis hirsuta"
"Sidhys","Sideritis hyssopifolia subsp. hyssopifolia"
"Sidlin","Sideritis linearifolia"
"Sidmon","Sideritis montana subsp. ebracteata"
"Sidspi","Sideritis spinulosa"
"Silbor","Silene boryi"
"Silcil","Silene ciliata"
"Silcon","Silene conica subsp. conica"
"Silcou","Silene coutinhoi"
"Sildio","Silene dioica"
"Silgal","Silene gallica"
"Silgla","Silurus glanis"
"Silina","Silene inaperta subsp. inaperta"
"Silita","Silene italica"
"Sillat","Silene latifolia"
"Silleg","Silene legionensis"
"Silmar","Silybum marianum"
"Silmel","Silene mellifera"
"Silmus","Silene muscipula"
"Silnoc","Silene nocturna"
"Silnut","Silene nutans subsp. nutans"
"Siloti","Silene otites subsp. otites"
"Silpor","Silene portensis subsp. portensis"
"Silpun","Silpha puncticollis"
"Silrup","Silene rupestris"
"Siltri","Silpha tristis"
"Siltyr","Silpha tyrolensis"
"Siluni","Silvanus unidentatus"
"Silvul","Silene vulgaris"
"Silvu2","Silene vulgaris subsp. glareosa"
"Silvu3","Silene vulgaris subsp. prostrata"
"Silvu4","Silene vulgaris subsp. vulgaris"
"Silvu5","Silene vulgaris subsp. commutata"
"Simang","Simulium angustipes"
"Simbez","Simulium bezzi"
"Simequ","Simulium equinum"
"Simint","Simulium intermedium"
"Simlin","Simulium lineatum"
"Simmat","Simethis mattiazzi"
"Simorn","Simulium ornatum"
"Simpla","Simethis planifolia"
"Simpse","Simulium pseudeequinum"
"Simvar","Simulium variegatum"
"Simvel","Simulium velutinum"
"Sinalb","Sinapis alba subsp. mairei"
"Sinarv","Sinapis arvensis"
"Sincyl","Sinodendron cylindricum"
"Siptor","Siphonoperla torrentium"
"Sisasp","Sisymbrella aspera subsp. aspera"
"Sisaus","Sisymbrium austriacum"
"Sisau2","Sisymbrium austriacum subsp. chrysanthum"
"Sisiri","Sisymbrium irio"
"Sismac","Sisymbrium macroloma"
"Sisoff","Sisymbrium officinale"
"Sisori","Sisymbrium orientale"
"Sisrun","Sisymbrium runcinatum"
"Siteur","Sitta europaea"
"Sitmur","Sitaris muralis"
"Sixatr","Sixalix atropurpurea"
"Smacon","Smaradigna concolor"
"Smeoce","Smerinthus ocellata"
"Smiasp","Smilax aspera"
"Smyper","Smyrnium perfoliatum"
"Soldul","Solanum dulcamara"
"Sollep","Solenoxyphus lepidus"
"Solnig","Solanum nigrum"
"Solvir","Solidago virgaurea"
"Solvi2","Solidago virgaurea subsp. fallit-tirones"
"Sonasp","Sonchus asper subsp. asper"
"Sonmar","Sonchus maritimus"
"Sonma2","Sonchus maritimus subsp. maritimus"
"Sonole","Sonchus oleraceus"
"Sonten","Sonchus tenerrimus"
"Sorari","Sorbus aria subsp. aria"
"Sorauc","Sorbus aucuparia subsp. aucuparia"
"Sorcor","Sorex coronatus"
"Sordom","Sorbus domestica"
"Sorgra","Sorex granarius"
"Sorgri","Soronia grisea"
"Sorhal","Sorghum halepense"
"Sorint","Sorbus intermedia"
"Sormin","Sorex minutus"
"Sormou","Sorbus mougeotii"
"Sortor","Sorbus torminalis"
"Soutop","Southbya tophacea"
"Spaang","Sparganium angustifolium"
"Spaere","Sparganium erectum"
"Spajun","Spartium junceum"
"Specla","Speonemadus clathratus"
"Spedia","Spergularia diandra"
"Spemar","Spergularia marina"
"Spemed","Spergularia media"
"Spemor","Spergula morisonii"
"Spepen","Spergula pentandra"
"Spepig","Specaria-Piguetiella"
"Sperub","Spergularia rubra"
"Sphazu","Sphingonotus azurescens"
"Sphcae","Sphingonotus caerulans"
"Sphcap","Sphagnum capillifolium"
"Sphcom","Sphagnum compactum"
"Sphden","Sphagnum denticulatum"
"Sphdiv","Sphenopus divaricatus"
"Sphdub","Sphindus dubius"
"Sphfal","Sphagnum fallax"
"Sphfle","Sphagnum flexuosum"
"Sphgem","Sphenoptera gemmata"
"Sphgir","Sphagnum girgensohnii"
"Sphlig","Sphinx ligustri"
"Sphlob","Sphinginus lobatus"
"Sphmau","Sphynx maurorum"
"Sphpal","Sphagnum palustre"
"Sphpap","Sphagnum papillosum"
"Sphrus","Sphagnum russowii"
"Sphsca","Sphaeridium scarabaeoides"
"Sphsub","Sphagnum subnitens"
"Sphsus","Sphagnum subsecundum"
"Sphter","Sphagnum teres"
"Spiaes","Spiranthes aestivalis"
"Spihyp","Spiraea hypericifolia subsp. obovata"
"Spiser","Spialia sertorius"
"Spispi","Spiranthes spiralis"
"Spobup","Spondylis buprestoides"
"Spoind","Sporobolus indicus"
"Spurut","Spudaea ruticilla"
"Squcep","Squalius cephalus"
"Staalp","Stachys alpina"
"Stacae","Staphylinus caesareus"
"Stadub","Staehelina dubia"
"Staelo","Stagetus elongatus"
"Stafag","Stauropus fagi"
"Stager","Stachys germanica"
"Staher","Stachys heraclea"
"Staoff","Stachys officinalis subsp. officinalis"
"Starec","Stachys recta subsp. recta"
"Staspp","Stactobia spp."
"Stasyl","Stachys sylvatica"
"Stealb","Sterna albifrons"
"Steals","Stellaria alsine"
"Steana","Stenoria analis"
"Steapp","Stenurella approximans"
"Steate","Stenopterus ater"
"Stebif","Stenurella bifasciata"
"Stebig","Stenus biguttatus"
"Stefes","Stenus festivus"
"Stefis","Stenobothrus fischeri"
"Stegra","Stellaria graminea"
"Stegrm","Stenobothrus grammicus"
"Stehir","Sterna hirundo"
"Stehol","Stellaria holostea"
"Stehum","Stenus humilis"
"Stehyb","Stenurella hybridula"
"Stelau","Stenagostus laufferi"
"Stelin","Stenobothrus lineatus"
"Stelon","Stercorarius longicaudus"
"Stemau","Stenopterus mauritanicus"
"Stemed","Stellaria media"
"Stemel","Stenurella melanura"
"Stemer","Stenochorus meridianus"
"Steneg","Stellaria neglecta"
"Stenem","Stellaria nemorum subsp. montana"
"Stenig","Stenurella nigra"
"Stenot","Stenistoderus nothus"
"Stepal","Stellaria pallida"
"Stepar","Sterna paradisaea"
"Sterho","Stenagostus rhombeus"
"Steruf","Stenopterus rufus"
"Steruu","Stenagostus rufus"
"Stesan","Sterna sandwicensis / Thalasseus sandvicensis"
"Stespp","Stenelmis spp."
"Stesta","Steropleurus stalii"
"Stesti","Stenobothrus stigmaticus"
"Stesub","Stenoscelis submuricata"
"Stetru","Stereocorynes truncorum"
"Stiano","Stilbia anomala"
"Stibar","Stipa barbata"
"Sticor","Stictoleptura cordigera"
"Stifon","Stictoleptura fontenayi"
"Stiful","Stictoleptura fulva"
"Stihyb","Stictoleptura hybrida"
"Stiibe","Stipa iberica"
"Stilag","Stipa lagascae"
"Stilep","Stictonectes lepidus"
"Stioff","Stipa offneri"
"Stipar","Stipa parviflora"
"Stirub","Stictoleptura rubra"
"Stiscu","Stictoleptura scutellata"
"Stistr","Stictoleptura stragulata"
"Stitri","Stictoleptura trisignata"
"Stnpar","Stenus par"
"Stopum","Stomis pumicatus"
"Stralu","Strix aluco"
"Stramp","Streptopus amplexifolius"
"Strati","Stratiomyidae"
"Stratt","Strangalia attenuata"
"Strcid","Strophosoma cidacosense"
"Strdec","Streptopelia decaocto"
"Strmel","Strophosoma melanogrammum"
"Strris","Streptopelia risoria"
"Strstr","Straminergon stramineum"
"Strtur","Streptopelia turtur"
"Stuuni","Sturnus unicolor"
"Stuvul","Sturnus vulgaris"
"Suaspi","Suaeda spicata"
"Suaver","Suaeda vera"
"Sucpra","Succisa pratensis"
"Sunbic","Sunius bicolor"
"Sunetr","Suncus etruscus"
"Susscr","Sus scrofa"
"Sylatr","Sylvia atricapilla"
"Sylbor","Sylvia borin"
"Sylcan","Sylvia cantillans"
"Sylcom","Sylvia communis"
"Sylcon","Sylvia conspicillata"
"Sylhor","Sylvia hortensis"
"Sylmel","Sylvia melanocephala"
"Sylund","Sylvia undata"
"Symfla","Sympetrum flaveolum"
"Symfon","Sympetrum fonscolombii"
"Symfus","Sympecma fusca"
"Symgib","Symbiotes gibberosus"
"Symmer","Sympetrum meridionale"
"Symsan","Sympetrum sanguineum"
"Symstr","Sympetrum striolatum"
"Symtub","Symphytum tuberosum"
"Syncal","Syntrichia calcicola"
"Synfil","Synaptus filiformis"
"Synfov","Syntomus foveatus"
"Synglo","Synema globosum"
"Synlae","Syntrichia laevipila"
"Synlat","Syntrichia latifolia"
"Synmed","Synchita mediolanensis"
"Synmon","Syntrichia montana var. montana"
"Synpap","Syntrichia papillosa"
"Synpun","Synaphe punctalis"
"Synrur","Syntrichia ruralis var. ruralis"
"Synvar","Synchita variegata"
"Synvir","Syntrichia virescens"
"Synviv","Synuchus vivalis"
"Tabani","Tabanidae"
"Tacelo","Tachinus elongatus"
"Tachyp","Tachyporus hypnorum"
"Tacnan","Tachyta nana"
"Tacnit","Tachyporus nitidulus"
"Tacpar","Tachyura parvula"
"Tacpro","Tachinus proximus"
"Tacruf","Tachybaptus ruficollis"
"Tadfer","Tadorna ferruginea"
"Tadtad","Tadorna tadorna"
"Tadten","Tadarida teniotis"
"Taecap","Taeniatherum caput-medusae"
"Taesho","Taeniopteryx shoenemundi"
"Taleur","Talpa europaea"
"Tamafr","Tamarix africana"
"Tamcan","Tamarix canariensis"
"Tamcom","Tamus communis"
"Tamgal","Tamarix gallica"
"Tancor","Tanacetum corymbosum subsp. corymbosum"
"Tanpar","Tanacetum parthenium"
"Tanrug","Tanatophilus rugosus"
"Tanypo","Tanypodinae"
"Tanyta","Tanytarsini"
"Tapvil","Taphrorychus villifrons"
"Tarery","Taraxacum gr. erythrospermum"
"Tarhyp","Targionia hypophylla"
"Tarmau","Tarentola mauritanica"
"Tarobo","Taraxacum obovatum"
"Taroff","Taraxacum gr. officinale"
"Tarpra","Taraxacum praestans/officinale"
"Taruni","Tarsostenus univittatus"
"Taxbac","Taxus baccata"
"Teecor","Teesdalia coronopifolia"
"Teenud","Teesdalia nudicaulis"
"Tegatr","Tegnria atrica"
"Tegfue","Tegenaria fuesslini"
"Telimp","Telephium imperati subsp. imperati"
"Tenfus","Tenebroides fuscus"
"Tenmol","Tenebrio molitor"
"Tepcod","Tephronia codetaria"
"Tepmur","Tephrina murinaria"
"Tepsep","Tephronia sepiaria"
"Terfab","Teretrius fabricii"
"Tetext","Tetragnatha extensa"
"Tetmar","Tetragonolobus maritimus var. Hirsutus"
"Tetocu","Tethea ocularis"
"Tetpra","Tetrops praeustus"
"Tettet","Tetrax tetrax"
"Tetvir","Tettigonia viridissima"
"Teubot","Teucrium botrys"
"Teucap","Teucrium capitatum"
"Teucha","Teucrium chamaedrys"
"Teugna","Teucrium gnaphalodes"
"Teupol","Teucrium polium"
"Teupyr","Teucrium pyrenaicum"
"Teupy2","Teucrium pyrenaicum subsp. pyrenaicum"
"Teupy3","Teucrium pyrenaicum subsp. guarensis"
"Teusco","Teucrium scorodonia"
"Thaalo","Thamnobryum alopecurum"
"Thacin","Thamiaraea cinnamomea"
"Thafer","Thalycra fervida"
"Thafim","Thalera fimbrialis"
"Thafoe","Thalictrum foetidum subsp. valentinum"
"Thafor","Thanasimus formicarius"
"Thamat","Thalpophila matura"
"Thamin","Thalictrum minus"
"Thami2","Thalictrum minus subsp. minus"
"Thami3","Thalictrum minus subsp. pubescens"
"Thapit","Thaumetopoea pityocampa"
"Tharuf","Thanatophilus ruficornis"
"Tharug","Thanatophilus rugosus"
"Thasin","Thanatophilus sinuatus"
"Thatub","Thalictrum tuberosum"
"Thavil","Thapsia villosa"
"Thavit","Thalpophila vitalba"
"Thebet","Thecla betulae"
"Thecup","Thera cupressata"
"Thecur","Theridion curvimanus"
"Theflu","Theodoxus fluviatilis"
"Thehum","Thesium humifusum"
"Theimp","Theridion impressum"
"Theobe","Thera obeliscata"
"Thepin","Theridion pinastri"
"Theplu","Thetidia plusiaria"
"Thepri","Theria primaria"
"Thesma","Thetidia smaragdaria"
"Thetic","Theridion tictum"
"Thlper","Thlaspi perfoliatum"
"Thlste","Thlaspi stenopterum"
"Thocor","Thoracophorus corticinus"
"Thodec","Tholera decimalis"
"Thoonu","Thomisus onustus"
"Thrspp","Thremma spp."
"Thuass","Thuidium assimile"
"Thudel","Thuidium delicatulum"
"Thurec","Thuidium recognitum"
"Thutam","Thuidium tamariscinum"
"Thyact","Thymelicus acteon"
"Thycor","Thyreonotus corsicus"
"Thycyn","Thyreophora cynophila"
"Thylim","Thymalus limbatus"
"Thylin","Thymelicus lineola"
"Thylos","Thymus loscosii"
"Thymag","Thymus mastigophorus"
"Thymas","Thymus mastichina"
"Thypra","Thymus praecox"
"Thypr2","Thymus praecox subsp. britannicus"
"Thypub","Thymelaea pubescens subsp. pubescens"
"Thypul","Thymus pulegioides"
"Thyrui","Thymelaea ruizii"
"Thysan","Thymelaea sanamunda"
"Thysyl","Thymelicus sylvestris"
"Thyvul","Thymus vulgaris"
"Thyzyg","Thymus zygis"
"Tilelo","Tillus elongatus"
"Tilpla","Tilia platyphyllos subsp. platyphyllos"
"Tiltra","Tilloidea transversalis"
"Tiluni","Tilloidea unifasciata"
"Timbav","Timmia bavarica"
"Timcya","Timarcha cyanescens"
"Timgri","Timandra griseata"
"Timlep","Timon lepidus"
"Timten","Timarcha tenebricosa"
"Tintin","Tinca tinca"
"Titbig","Tituboea biguttata"
"Titpol","Titanio pollinalis"
"Titsex","Tituboea sexmaculata"
"Tolart","Tolida artemisiae"
"Tolbar","Tolpis barbata"
"Tolumb","Tolpis umbellata"
"Tombuc","Tomoxia bucephala"
"Tompin","Tomicus piniperda"
"Torapu","Tordylium apulum"
"Torarv","Torilis arvensis"
"Torar2","Torilis arvensis subsp. arvensis"
"Torar3","Torilis arvensis subsp. purpurea"
"Torar4","Torilis arvensis subsp. neglecta"
"Toratr","Tortula atrovirens"
"Torcan","Tortula canescens"
"Torcun","Tortula cuneifolia"
"Torfla","Tortella flavovirens (Bruch) Broth. var. flavovirens"
"Torine","Tortula inermis"
"Torjap","Torilis japonica"
"Torlep","Torilis leptophylla"
"Tormax","Tordylium maximum"
"Tormur","Tortula muralis"
"Tornod","Torilis nodosa"
"Torrev","Tortula revolvens"
"Torsch","Tortula schimperi"
"Torsub","Tortula subulata"
"Tortor","Tortella tortuosa (Hedw.) Limpr. var. tortuosa"
"Torvah","Tortula vahliana"
"Tracro","Tragopogon crocifolius subsp. crocifolius"
"Tradub","Tragopogon dubius"
"Tralam","Tragopogon lamottei"
"Traleg","Trachycera legatea"
"Trapic","Trachypteris picta"
"Trapor","Tragopogon porrifolius subsp. australis"
"Trapra","Tragopogon pratensis"
"Trapr2","Tragopogon pratensis subsp. pratensis"
"Traref","Trachys reflexus"
"Trascr","Trachemys scripta"
"Trctom","Trichocolea tomentella"
"Trearr","Trechus arribasi"
"Trebar","Trechus barnevillei"
"Treobt","Trechus obtusus"
"Trequa","Trechus quadristriatus"
"Tresch","Trechus schaufussi vivesi"
"Triaen","Triplax aenea"
"Triaes","Triticum aestivum"
"Trialv","Trichodes alvearius"
"Triang","Trifolium angustifolium"
"Triapi","Trichodes apiarius"
"Triaqu","Triodonta aquila"
"Triarv","Trifolium arvense"
"Tribra","Trichostomum brachydontium"
"Tricam","Trifolium campestre"
"Tricar","Trixagus carinifrons"
"Tricas","Trichiura castiliana"
"Tricf.","Trifolium cf. Cherleri"
"Tricri","Trichostomum crispulum"
"Tridub","Trifolium dubium"
"Tridut","Triphosa dubitata"
"Triery","Tringa erythropus"
"Trifac","Trichoferus fasciculatus"
"Trifas","Trichius fasciatus"
"Trifla","Trisetum flavescens subsp. flavescens"
"Triflm","Trigonophora flammea"
"Trifoe","Trigonella foenum-graecum"
"Trifra","Trifolium fragiferum"
"Trigla","Trigonella gladiata"
"Triglo","Trifolium glomeratum"
"Triglr","Tringa glareola"
"Trigl1","Trinia glauca"
"Trigl2","Trinia glauca subsp. glauca"
"Trigra","Trixagus gracilis"
"Trigri","Trichoferus griseus"
"Trihir","Trinodes hirtus"
"Trihis","Trisetum hispidum"
"Trihyb","Trifolium hybridum"
"Trileu","Trichodes leucopsideus"
"Triloe","Trisetum loeflingianum"
"Trimar","Triturus marmoratus"
"Trimed","Trifolium medium"
"Trimel","Triplax melanocephala"
"Trimem","Trichoceble memnonia"
"Trimey","Trixagus meybohmi"
"Trimon","Trifolium montanum subsp. montanum"
"Trimo1","Trifolium montanum"
"Trimur","Trichodroma muraria"
"Trineb","Tringa nebularia"
"Trini","Trichoplusia ni"
"Trioch","Trifolium ochroleucon"
"Triocp","Tringa ochropus"
"Trioct","Trichodes octopunctatus"
"Triova","Trisetum ovatum"
"Tripai","Trichoferus pallidus"
"Tripal","Triglochin palustris"
"Tripan","Trisetum paniceum"
"Tripil","Trichophya pilicornis"
"Tripra","Trifolium pratense"
"Triqui","Tritomaria quinquedentata"
"Trirep","Trifolium repens"
"Trires","Trifolium resupinatum"
"Trire2","Trifolium repens subsp. repens"
"Trire3","Trifolium repens subsp. nevadense"
"Triros","Trichius rosaceus"
"Trirub","Trifolium rubens"
"Trirus","Triplax russica"
"Trisca","Trifolium scabrum"
"Triscu","Triplax scutellaris"
"Trista","Trifolium striatum"
"Tristc","Trifolium strictum"
"Trisub","Trifolium subterraneum"
"Trisul","Trichonyx sulcicollis"
"Trisut","Trichodes suturalis"
"Trisyl","Trifolium sylvaticum"
"Trisyv","Triodia sylvina"
"Triter","Tribulus terrestris"
"Tritom","Trifolium tomentosum"
"Tritot","Tringa totanus"
"Tritri","Trichostomum triumphans"
"Troeur","Trollius europaeus"
"Trofur","Troglohyphantes furcifer"
"Trosqu","Tropinota squalida"
"Trotro","Troglodytes troglodytes"
"Trydom","Trypodendron domesticum"
"Trylin","Trypodendron lineatum"
"Trypyr","Trypocopris pyrenaeus"
"Tulsyl","Tulipa sylvestris subsp. australis"
"Turili","Turdus iliacus"
"Turmer","Turdus merula"
"Turphi","Turdus philomelos"
"Turpil","Turdus pilaris"
"Turtor","Turdus torquatus"
"Turvis","Turdus viscivorus"
"Tusfar","Tussilago farfara"
"Typang","Typha angustifolia"
"Typbon","Typsiharpalus bonvouloiri"
"Typdom","Typha domingensis"
"Typlat","Typha latifolia"
"Typtyp","Typhaeus typhoeus"
"Tyrjac","Tyria jacobaeae"
"Tytalb","Tyto alba"
"Udafer","Udaea ferrugalis"
"Uleeur","Ulex europaeus"
"Uleeu2","Ulex europaeus subsp. europaeus"
"Ulepla","Uleiota planata"
"Ulmgla","Ulmus glabra"
"Ulmhol","Ulmus x hollandica (U.minor x U.glabra)"
"Ulmmin","Ulmus minor"
"Ulocri","Ulota crispa"
"Ulohut","Ulota hutchinsiae"
"Ulowal","Uloborus walckenaerius"
"Umbhey","Umbilicus heylandianus"
"Umbrup","Umbilicus rupestris"
"Uniman","Unio mancus"
"Upuepo","Upupa epops"
"Uregil","Uresiphita gilvata"
"Urelim","Uresiphita limbalis"
"Urtdio","Urtica dioica"
"Urture","Urtica urens"
"Utraus","Utricularia australis"
"Vacmyr","Vaccinium myrtillus"
"Vaculi","Vaccinium uliginosum"
"Valapu","Valeriana apula"
"Valcar","Valerianella carinata"
"Valcor","Valerianella coronata"
"Valden","Valerianella dentata"
"Valdis","Valerianella discoidea"
"Valfus","Valerianella fusiformis"
"Valhem","Valgus hemipterus"
"Valjas","Valeria jaspidea"
"Valloc","Valerianella locusta"
"Vallon","Valeriana longiflora"
"Vallo2","Valerianella locusta subsp. locusta"
"Vallo3","Valerianella locusta subsp. lusitanica"
"Vallus","Valerianella lusitanica"
"Valmon","Valeriana montana"
"Valmur","Valerianella muricata"
"Valoff","Valeriana officinalis"
"Valpyr","Valeriana pyrenaica"
"Valtub","Valeriana tuberosa"
"Vanata","Vanessa atalanta"
"Vancar","Vanessa cardui"
"Vangre","Vanellus gregarius"
"Vanvan","Vanellus vanellus"
"Varvil","Variimorda villosa"
"Veboff","Verbena officinalis"
"Velrig","Velezia rigida"
"Veooff","Veronica officinalis"
"Veragr","Veronica agrestis"
"Verana","Veronica anagallis-aquatica"
"Verarv","Veronica arvensis"
"Veraus","Veronica austriaca subsp. vahlii"
"Verbec","Veronica beccabunga"
"Vercha","Veronica chamaedrys subsp. chamaedrys"
"Verfru","Veronica fruticans subsp. cantabrica"
"Verhed","Veronica hederifolia subsp. hederifolia"
"Verlyc","Verbascum lychnitis"
"Vermon","Veronica montana"
"Vermou","Vertigo moulinsiana"
"Verper","Veronica persica"
"Verpol","Veronica polita"
"Verpon","Veronica ponae"
"Verpul","Verbascum pulverulentum"
"Verscu","Veronica scutellata"
"Verser","Veronica serpyllifolia"
"Versin","Verbascum sinuatum"
"Vertha","Verbascum thapsus subsp. thapsus"
"Verth2","Verbascum thapsus subsp. crassifolium"
"Verth3","Verbascum thapsus subsp. Montanum"
"Verver","Veronica verna"
"Vervir","Verbascum virgatum"
"Vesfue","Vesperus fuentei"
"Vesvel","Vespa velutina nigrithorax"
"Vesxat","Vesperus xatarti"
"Viblan","Viburnum lantana"
"Vibtin","Viburnum tinus"
"Vicamp","Vicia amphycarpa"
"Vicben","Vicia benghalensis"
"Viccra","Vicia cracca"
"Vicfab","Vicia faba"
"Vichir","Vicia hirsuta"
"Vichyb","Vicia hybrida"
"Vicinc","Vicia incana"
"Viclat","Vicia lathyroides"
"Viclut","Vicia lutea"
"Vicnar","Vicia narbonensis"
"Vicono","Vicia onobrychioides"
"Vicpan","Vicia pannonica"
"Vicpar","Vicia parviflora"
"Vicpa2","Vicia pannonica var. purpurascens"
"Vicper","Vicia peregrina"
"Vicpyr","Vicia pyrenaica"
"Vicsat","Vicia sativa"
"Vicsa2","Vicia sativa subsp. nigra"
"Vicsa3","Vicia sativa subsp. sativa"
"Vicsep","Vicia sepium"
"Victen","Vicia tenuifolia"
"Victet","Vicia tetrasperma"
"Vinhir","Vincetoxicum hirundinaria"
"Vinmaj","Vinca major subsp. major"
"Vinnig","Vincetoxicum nigrum"
"Vinruf","Vincenzellus ruficollis"
"Vioalb","Viola alba"
"Vioarv","Viola arvensis"
"Viobub","Viola bubanii"
"Viocan","Viola canina"
"Viohir","Viola hirta"
"Viokit","Viola kitaibeliana"
"Viomol","Violaphotia molothina"
"Viomon","Viola montcaunica"
"Vioodo","Viola odorata"
"Viopal","Viola palustris"
"Viorei","Viola reichenbachiana"
"Vioriv","Viola riviniana"
"Viorup","Viola rupestris"
"Vioru2","Viola rupestris subsp. rupestris"
"Viosax","Viola saxatilis"
"Viosua","Viola suavis"
"Vipasp","Vipera aspis"
"Viplat","Vipera latastei"
"Visalb","Viscum album"
"Vitvin","Vitis vinifera subsp. vinifera"
"Vitvi2","Vitis vinifera subsp. Sylvestris"
"Vulbro","Vulpia bromoides"
"Vulcil","Vulpia ciliata"
"Vulmem","Vulpia membranacea"
"Vulmur","Vulpia muralis"
"Vulmyu","Vulpia myuros"
"Vuluni","Vulpia unilateralis"
"Vulvul","Vulpes vulpes"
"Wantri","Wanachia triguttata"
"Warexa","Warnstorfia exannulata"
"Watdes","Watsonarctia deserta"
"Watunc","Watsonalla uncinula"
"Weibra","Weissia brachycarpa"
"Weicon","Weissia condensa var. condensa"
"Weico2","Weissia condensa var. armata"
"Weico3","Weissia controversa var. controversa"
"Weisqu","Weissia squarrosa"
"Xanaur","Xanthia aurago"
"Xanfer","Xanthorhoe ferrugata"
"Xanspi","Xanthium spinosum"
"Xanstr","Xanthium strumarium subsp. Italicum"
"Xansul","Xanthia sulphurago"
"Xantog","Xanthia togata"
"Xerina","Xeranthemum inapertum"
"Xesaga","Xestia agathina"
"Xesbaj","Xestia baja"
"Xescas","Xestia castanea"
"Xesc-n","Xestia  c-nigrum"
"Xesplu","Xestobium plumbeum"
"Xesrho","Xestia rhomboidea"
"Xesruf","Xestobium rufovillosum"
"Xestri","Xestia triangulum"
"Xesxan","Xestia xanthographa"
"Xhamon","Xhanthorhoe montanata"
"Xhaspa","Xhanthorhoe spadicearia"
"Xolgut","Xolantha guttata"
"Xoltub","Xolantha tuberaria"
"Xylant","Xylotrechus antilope"
"Xylare","Xylocampa areola"
"Xylarv","Xylotrechus arvicola"
"Xylate","Xyletinus ater"
"Xylbos","Xylographus bostrichoides"
"Xyldis","Xyleborus dispar"
"Xyldry","Xyleborus dryographus"
"Xylexs","Xylena exsoleta"
"Xyllae","Xylita laevigata"
"Xylmon","Xyleborus monographus"
"Xylpra","Xylopertha praeusta"
"Xylsax","Xyleborinus saxesenii"
"Xyscri","Xysticus cristatus"
"Xyserr","Xysticus erraticus"
"Xyskem","Xysticus kempeleni"
"Xyskoc","Xysticus kochi"
"Yolbic","Yola bicarinata"
"Ypocag","Yponomeuta cagnagella"
"Zabcam","Zabrus cameranus"
"Zabcur","Zabrus curtus"
"Zabign","Zabrus ignavus"
"Zabnot","Zabrus notabilis"
"Zabsil","Zabrus silphoides"
"Zabvas","Zabrus vasconicus"
"Zegeup","Zegris eupheme"
"Zerrum","Zerynthia rumina"
"Zetbre","Zeteotomus brevicornis"
"Zeupyr","Zeuzera pyrina"
"Zodala","Zodarion alacre"
"Zodsty","Zodarion styliferum"
"Zonfla","Zonitis flava"
"Zonimm","Zonitis immaculata"
"Zoninm","Zonitis inmaculata"
"Zygfau","Zygaena fausta"
"Zygfil","Zygaena filipendulae"
"Zygfor","Zygodon forsteri"
"Zyglon","Zygaena lonicerae"
"Zyglot","Zygaena loti"
"Zygnev","Zygaena nevadensis"
"Zygrom","Zygaena romeo"
"Zygrup","Zygodon rupestris"
"Zygvic","Zygaena viciae"
"Zygvir","Zygodon viridissimus"
"Zyrcol","Zyras collaris"
