"Código","Nombre oficial","Autor","Definición oficial"
"622024","Hyperico nummularii-Pinguiculetum coenocantabricae","T.E. Díaz, Guerra & Nieto 1982 corr. Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación briocormofítica con Pinguicula, de paredones calcáreos siempre rezumantes mesotemplados ubiñenses-picoeuropeanos y puntualmente ovetenses"
"622025","Lyperietum canariensis","Sunding 1972","Vegetación briocormofítica de paredones calcáreos sombríos siempre rezumantes infra-termomediterráneas del Sector Grancanario"
"622026","Adianto capilli-veneris-Pinguiculetum longifoliae","F. Casas 1970","Vegetación briocormofítica con Pinguicula, de paredones calcáreos siempre rezumantes meso-supratemplados de los pirineos centrales"
"622027","Trachelio coerulei-Adiantetum capilli-veneris","O. Bolòs 1957","Vegetación briocormofítica de paredones calcáreos sombríos siempre rezumantes y con tobas, o travertinos termo-mesomediterráneas ibérico meridionales"
"623010","Caricion davallianae","Klika 1934","Turberas y ciénagas oligomesotrófas orófitas"
"623011","Pinguiculo vulgaris-Caricetum davallianae","Turmel 1955","Turberas mesótrofas pirenaicas"
"623012","Carici frigidae-Pinguiculetum grandiflorae","Br.-Bl. 1948","Turberas mesoeutróficas orotempladas pirenaicas"
"623013","Carici mairii-Eriophoretum latifolii","G. Navarro (1986) ined.","Turberas de Carex mairii y Eriophorum latifolium"
"623014","Tofieldio calyculatae-Caricetum pulicaris","Rivas-Martínez, Costa & P. Soriano in Rivas-Martínez, T.E. Díaz, Fernández González, Izco, Loidi, Lousã & Penas 2002","Turberas de pequeños cárices y primaveras orotemplado-pirenaicas"
"623016","Pinguiculo grandiflorae-Caricetum lepidocarpae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Turberas eutrofas supra-orotempladas ubiñense-picoeuropeanas"
"623017","Primulo farinosae-Caricetum lepidocarpae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas ex Loidi, F. Prieto, Bueno & Herrera in Herrera 1995","Pastizales turbosos cántabro-euskaldunes supratempladas"
"623018","Schoenetum nigricantis","(Allorge 1922) W. Koch 1926","Juncal negro orocantábrico y pirenaico"
"623019","Swertio perennis-Caricetum nigrae","Vigo 1984","Turberas pirenaicas con Carex nigra"
"7130A0","Iberidion spathulatae","Br.-Bl. 1948","Vegetación glerícola de pedregales más o menos móviles calizos o esquistosos calcáreos supra-criotempladas pirenaicos"
"7130A1","Aquilegio pyrenaicae-Bordereetum pyrenaicae","Quézel 1956","Vegetación glerícola de pedregales calcáreos semimóviles supra-orotemplados altopirenaicos"
"7130A3","Crepidetum pygmaeae","Br.-Bl. 1948","Vegetación glerícola de pedregales finos calcáreos poco móviles y quionófilos oro-criorotemplados pirenaicos orientales"
"7130A4","Festucetum glaciali-pyrenaicae","Rivas-Martínez 1977","Vegetación glerícola de pedregales calcáreos móviles y quionófilos oro-criorotemplados altopirenaicos"
"7130A7","Linario alpinae-Minuartietum cerastiifoliae","Rivas-Martínez 1977","Vegetación glerícola de pedregales calcáreos móviles quionófobos oro-criorotemplados altopirenaicos"
"7130B0","Linarion filicaulis","Rivas-Martínez ex F. Prieto 1983","Vegetación glerícola de pedregales calcáreos o raramente silíceos, móviles o semifijos supra-criorotemplados orocantábricos"
"7130B1","Epilobio anagallidifolii-Doronicetum braun-blanquetii","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación glerícola de pedregales y bloques calcáreos semifijos quionófilos e higrófilos oro-criorotemplados ubiñense-picoeuropeanos"
"7130B2","Galio pyrenaici-Salicetum breviserratae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación glerícola de lapiaces y pedregales calcáreos quionófobos criorotemplados picoeuropeanos"
"7130B3","Linario filicaulis-Crepidetum pygmaeae","F. Prieto 1983","Vegetación glerícola de pedregales calcáreos móviles supra-orotemplados orocantábricos"
"7130B4","Linario filicaulis-Sperguletum viscosae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación glerícola de pedregales silíceos móviles quionófobas supra-criorotemplados altocarrioneses"
"7130B5","Minuartio rostratae-Linarietum filicaulis","M.E. García, L. Herrero, T.E. Díaz & Penas ex Penas, Puente, M.E. García & L. Herrero 1992","Vegetación glerícola de pedregales calcáreos semifijos y quionófilos supra-orotemplados campurriano-carrioneses"
"7130B6","Rumici scutati-Iberidetum apertae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación glerícola de pedregales calcáreos móviles meso-supratemplados ubiñenses-picoeuropeanos"
"7130C0","Iberido-Linarion propinquae","Penas, Puente, M.E. García & L. Herrero ex T.E. Díaz & F. Prieto 1994","Vegetación glerícola de pedregales calcáreos móviles meso-supratemplados ovetenses, navarro-alaveses (cántabro-euskaldunes), ubiñenses-picoeuropeanos, campurriano-carrioneses y pirenaico occident"
"7130C1","Epipactido atrorubentis-Linarietum proximae","Loidi, Biurrun & Herrera 1997","Vegetación glerícola de pedregales calcáreos móviles supramediterráneos castellano-cantábricos centro-orientales"
"7130C2","Linario odoratissimae-Rumicetum scutati","Puente 1988 corr. Penas, Puente, M.E. García & L. Herrero 1992","Vegetación glerícola de pedregales calcáreos móviles supratemplados navarro-alaveses, orocantábricos meridionales y castellano-cantábricos occidentales supramediterráneos"
"7130C3","Scrophulario burundanae-Linarietum odoratissimae","M. Herrera, Fernández Prieto & Loidi ined.","Vegetación glerícola de Scrophularia crithmifolia subsp. burundana y Linaria propinqua subsp. odoratissima"
"7130D0","Platycapno saxicolae-Iberidion granatensis","Rivas Goday & Rivas-Martínez 1963",""Vegetación glerícola de pedregales móviles basófilos o calcícolas supraoromediterráneasbéticas""
"7130D1","Crepido granatensis-Iberidetum granatensis","Quézel 1953","Vegetación glerícola de pedregales móviles calcáreos o dolomíticos supra-oromediterráneos subbéticas y nevadenses"
"7130E0","Saxifragion praetermissae","Rivas-Martínez 1977",""Vegetación glerícola de pedregales húmedos y quionófilos de la altamontaña pirenaica y orocantábrica""
"7130E2","Luzulo candollei-Saxifragetum praetermissae","Rivas-Martínez 1977","Vegetación glerícola de pedregales silíceos húmedos y quionófilos oro-criorotemplados altopirenaicos"
"7130E3","Ranunculo leroyi-Saxifragetum praetermissae","T.E. Díaz & F. Prieto 1983","Vegetación glerícola de pedregales calcáreos húmedos y quionófilos oro-criorotemplados orocantábricos"
"7130E4","Oxyrio digynae-Doronicetum pyrenaici","Chouard 1943 corr. Rivas-Martínez, T.E. Díaz, Fernández-González, Izco, Loidi, Lousa & Penas 2002","Vegetación glerícola de pedregales neutro-basófilos húmedos y quionófilos oro-criorotemplados pirenaicos"
"7130F0","Stipion calamagrostis","Jenny in Br.-Bl., Roussine & Nègre 1952","Vegetación glerícola de pedregales móviles calcáreos supra-orotemplados y submediterráneos pirenaicos y oroibéricos"
"7130F1","Biscutello valentinae-Rumicetum scutati","G. Navarro (1986) ined.","Vegetación glerícola de pedregales con Biscutella valentina y Rumex scutatus"
"7130F2","Festuco gautieri-Cirsietum glabri","G. Montserrat 1987","Vegetación glerícola de pedregales móviles calcáreos supra-orotemplados altopirenaicos y pirenaicos occidentales"
"7130F3","Valeriano montanae-Polypodietum robertiani","Chouard 1943","Vegetación glerícola pteridofítica de grandes bloques calcáreos supra-orotemplada inferior prepirenaica y pirenaica central"
"7130F5","Linario badalii-Cochlearietum aragonensis","G. Navarro 1989","Vegetación glerícola de pedregales móviles calcáreos oromediterráneos moncayenses"
"7130F6","Picrido rielii-Stipetum calamagrostis","O. Bolòs 1960","Vegetación glerícola de pedregales móviles calcáreos supratemplados pirenaicos centrales y orientales"
"7130F7","Stipo calamagrostis-Pimpinelletum puberulae","Rivas Goday & Borja 1961","Vegetación glerícola de pedregales móviles calcáreos supramediterráneos maestracenses centrales"
"7130G0","Andryalo ramosissimae-Crambion filiformis","(Rivas Goday & Esteve 1972) Rivas-Martínez, Izco & Costa 1973","Vegetación rupícola casmo-comofítica de fisuras y paredes dolomíticas bética"
"7130G1","Centaureo granatensis-Andryaletum ramosissimae","Pérez Raya 1987","Vegetación rupícola cano-tomentosa de paredones arenosos ricos en bases malacitana-almijarense"
"7130G2","Echio-Crambetum filiformis","Rivas Goday & Esteve 1972 corr. Rivas-Martínez, Izco & Costa 1973","Vegetación rupícola casmo-comofítica de fisuras y paredones rocosos ricos en bases (serpentinas y mármoles) bética"
"713010","Galeopsion pyrenaicae","Rivas-Martínez 1977","Vegetación glerícola de pedregales móviles silíceos meso-supratemplados pirenaicos"
"713011","Galeopsio pyrenaicae-Poetum fontquerii","Br.-Bl. 1948","Vegetación glerícola de pedregales móviles silíceos oro-criotemplados pirenaicos orientales"
"713012","Linario repentis-Galeopsietum ladani","O. Bolòs 1974","Vegetación glerícola de pedregales móviles silíceos supratemplados pirenaicos"
"713020","Holcion caespitosi","Quézel 1953",""Vegetación glerícola de pedregales móviles silíceos oro-crioromediterráneosnevadenses""
"713021","Senecioni granatensis-Digitaletum nevadensis","Quézel 1953","Vegetación glerícola de pedregales móviles silíceos oromediterráneos nevadenses"
"713022","Violo nevadensis-Linarietum glacialis","Quézel 1953","Vegetación glerícola de pedregales móviles silíceos crioromediterráneos nevadenses"
"71303A","Sesamoido pygmaeae-Silenetum gayanae","Izco & Ortiz 1987 corr. Penas, Puente, M.E. García & L. Herrero 1992","Vegetación glerícola de lascas pizarrosas oromediterráneas maragato-sanabrienses y supra-orotempladas laciano-ancarenses y ubiñenses"
"71303B","Triseto hispidi-Rumicetum suffruticosi","F. Prieto 1983","Vegetación glerícola de pedregales móviles silíceos supratempladas orocantábricas y supramediterráneas berciano-sanabrienses"
"713030","Linario saxatilis-Senecionion carpetani","Rivas-Martínez 1964","Vegetación glerícola de pedregales y bloques móviles silíceos de la alta montaña carpetana, berciano-sanabriense, oroibérica y orocantábrica"
"713031","Conopodio butinioidis-Linarietum alpinae","Rivas-Martínez 1964","Vegetación glerícola de pedregales móviles silíceos quionófilos oro-crioromediterráneos gredenses"
"713032","Cryptogrammo crispae-Ranunculetum cabrerensis","Penas, Puente, M.E. García & L. Herrero 1992","Vegetación glerícola de lascas pizarrosas oromediterráneas maragato-sanabrienses y orotempladas laciano-narceenses"
"713033","Cryptogrammo crispae-Silenetum gayanae","F. Prieto 1983 corr. Penas, Puente, M.E. García & L. Herrero 1992","Vegetación glerícola de pedregales semifijos de pequeño y mediano tamaño orotempladas orocantábricas y puntualmente maragato-sanabrienses"
"713034","Digitali carpetanae-Senecionetum carpetani","Rivas-Martínez 1964","Vegetación glerícola de pedregales silíceos de pequeño tamaño quionófilos oromediterráneos guadarrámicos y bejarano-gredenses"
"713035","Galeopsio carpetanae-Linarietum aciculifoliae","Rivas-Martínez & G. Navarro in G. Navarro 1989","Vegetación glerícola de pedregales cuarcíticos móviles supra-crioromediterráneos moncayenses"
"713036","Linario glabrescentis-Rumicetum suffruticosi","T.E Díaz & F. Prieto 1994","Vegetación glerícola de pedregales gruesos silíceos supratemplados superiores orocantábricos y supramediterráneos superiores berciano-sanabrienses"
"713037","Phalacrocarpo oppositifolii-Rumicetum suffruticosi","Rivas-Martínez 1981","Vegetación glerícola de pedregales silíceos oromediterráneos estrelenses"
"713038","Rumicetum suffruticosi","Rivas-Martínez 1964","Vegetación glerícola de pedregales silíceos de pequeño tamaño supramediterráneos guadarrámicos"
"713039","Santolinetum oblongifoliae","Rivas-Martínez 1964","Vegetación glerícola de pedregales silíceos de pequeño tamaño, quinófobos, supra-oromediterráneos bejarano-gredenses"
"713040","Senecionion leucophylli","Br.-Bl. 1948","Vegetación glerícola de pedregales silíceos móviles oro-criorotemplados pirenaicos"
"713041","Doronico grandiflori-Luzuletum alpino-pilosae","Nègre 1968","Vegetación glerícola de pedregales silíceos móviles oro-criorotemplados pirenaicos centrales"
"713043","Violetum diversifoliae","F. Casas 1970 corr. F. Casas 1972","Vegetación glerícola de pedregales esquistosos calcáreos oro-criorotemplados pirenaicos orientales y altopirenaicos"
"713050","Pimpinello-Gouffeion","Br.-Bl. 1947","Vegetación glerícola de baja montaña catalano-valenciana"
"713052","Centrantho-Euphorbietum aragonensis","O. Bolòs 1967","Vegetación glerícola de pedregales calcáreos meso-supramediterráneos vallesano-empordanéses y valenciano-tarraconenses"
"713053","Conopodio-Laserpitietum gallici","O. Bolòs 1967 ai1","Vegetación glerícola de depósitos pedregosos ribereños pirenaicos orientales y jacetano-guarenses"
"713054","Galeopsio angustifoliae-Ptychotidetum saxifragae","O. Bolòs & Vives in O. Bolòs 1956","Vegetación glerícola de depósitos pedregosos ribereños prepirenaicos y somontano-aragonéses"
"713055","Lactuco vimineae-Silenetum inapertae","O. Bolòs 1956","Vegetación glerícola de pedregales móviles esquistosos silúricos termo-mesomediterráneos vallesano-empordanéses"
"713056","Plantagini sempervirentis-Saponarietum ocymoidis","O. Bolòs 1983","Vegetación glerícola de pedregales calcáreos móviles supratemplados pirenaicos orientales y supramediterráneos vallesano-empordanéses"
"713060","Scrophularion sciophilae","O. Bolòs 1957","Vegetación glerícola de pedregales calcáreos móviles termo-supramediterráneos setabenses, valencianos y puntualmente alicantinos"
"713061","Biscutello stenophyllae-Scrophularietum sciophilae","O. Bolòs 1979","Vegetación glerícola de pedregales calcáreos móviles termo-mesomediterráneos valenciano-tarraconenses"
"713062","Scrophulario sciophilae-Arenarietum intricatae","O. Bolòs 1957","Vegetación glerícola de pedregales calcáreos móviles termo-mesomediterráneos inferiores setabenses y pultualmente alicantinos"
"713063","Resedetum valentinae","O. Bolòs 1981","Vegetación glerícola de pedregales calcáreos móviles mesomediterráneos superiores y supramediterráneos setabenses y puntualmente alicantinos"
"713064","Thalictro valentini-Conopodietum thalictrifolii","P. Sánchez & Alcaraz 1993","Vegetación glerícola de pedregales calcáreos móviles supramediterráneos subbéticos orientales y puntualmente manchego-espunenses"
"713070","Dryopteridion oreadis","Rivas-Martínez 1977 corr. Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991","Vegetación glerícola pteridofítica de grandes bloques silíceos de la alta montaña ibérica"
"713071","Campanulo willkommii-Polystichetum lonchitidis","(Esteve & F. Casas 1971) Molero 1985","Vegetación glerícola pteridofítica de grandes bloques silíceos de la alta montaña nevadense"
"713072","Cryptogrammo-Dryopteridetum oreadis","Rivas-Martínez in Rivas-Martínez & Costa 1970 corr. Rivas-Martínez, Báscones, T.E. Díaz, Fernández-González & Loidi 1991","Vegetación glerícola pteridofítica de grandes bloques silíceos de la alta montaña ibérica centro-septentrional"
"713080","Gymnocarpion robertiani","F. Casas 1970","Vegetación glerícola pteridofítica de grandes bloques calcáreos de la media y alta montaña orocantábrica, prepirenaica y pirenaica central"
"713081","Cystopterido pseudoregiae-Dryopteridetum submontanae","Rivas-Martínez, T.E. Díaz, F. Prieto, Loidi & Penas 1984","Vegetación glerícola pteridofítica de grandes bloques calcáreos de la media y alta montaña orocantábrica"
"713082","Dryopteridetum villarii","Jenny 1930","Vegetación glerícola pteridofítica de grandes bloques calcáreos de la alta montaña pirenaica central"
"713090","Androsacion ciliatae","Rivas-Martínez 1988","Vegetación glerícola y casmo-comofítica de las cumbres nivales pirenaicas"
"713091","Minuartio sedoidis-Androsacetum ciliatae","Rivas-Martínez 1988","Vegetación glerícola y casmo-comofítica de las cumbres silíceas subnivales pirenaicas centrales"
"713092","Alsino cerastiifoliae-Androsacetum ciliatae","Chouard 1943","Vegetación glerícola y casmo-comofítica de las cumbres calcáreas subnivales pirenaicas centrales"
"7211A0","Arenarion balearicae","O. Bolòs & Molinier 1969","Vegetación comofítica de repisas de roquedos y muros sombríos con suelos poco profundos baleárica"
"7211A1","Bellio bellidioidis-Crocetum cambessedesii","O. Bolòs, Molinier & P. Montserrat 1970","Vegetación comofítica de repisas de roquedos y muros sombríos con suelos poco profundos menorquines"
"7211A2","Sibthorpio africanae-Arenarietum balearicae","O. Bolòs & Molinier 1958","Vegetación comofítica de repisas de roquedos y muros sombríos con suelos poco profundos mallorquines y menorquines"
"7211A3","Solenopsio balearicae-Naufragetum balearicae","(Duvigneaud 1970) Llorens & Gil 2002","Vegetación comofítica de repisas de roquedos y muros sombríos con suelos poco profundos mallorquína"
